ID,NAME,ADDR,X,Y,CO_NAME,TO_NAME,MF,STU_CNT,AB_STU_CNT,AB1_STU_CNT,AB2_STU_CNT,AB3_STU_CNT,AB4_STU_CNT,AB5_STU_CNT,AB6_STU_CNT,AB7_STU_CNT,AB8_STU_CNT,AB9_STU_CNT,AB10_STU_CNT,AB11_STU_CNT,AB12_STU_CNT,AB13_STU_CNT,AB14_STU_CNT,AB15_STU_CNT,AB16_STU_CNT,AB17_STU_CNT,INFO_TIME
識別碼,名稱,地址,X坐標,Y坐標,縣市名稱,鄉鎮市區名稱,原住民族部落國小山地別,原住民族部落國小學生總數,原住民族部落國小原住民學生數,原住民族部落國小阿美族學生數,原住民族部落國小泰雅族學生數,原住民族部落國小排灣族學生數,原住民族部落國小布農族學生數,原住民族部落國小卑南族學生數,原住民族部落國小鄒_曹_族學生數,原住民族部落國小魯凱族學生數,原住民族部落國小賽夏族學生數,原住民族部落國小雅美族學生數,原住民族部落國小邵族學生數,原住民族部落國小噶瑪蘭族學生數,原住民族部落國小太魯閣族學生數,原住民族部落國小撒奇萊雅學生數,原住民族部落國小賽德克族學生數,原住民族部落國小拉阿魯哇族學生數,原住民族部落國小卡那卡那富族學生數,原住民族部落國小其他族學生數,資料時間
144619,縣立新園國小,[950]臺東縣臺東市新園路88號,256402.8109,2518269.96,[14]臺東縣,臺東市,平,57,32,5,0,24,0,0,0,2,0,0,0,0,1,0,0,0,0,0,"103Y"
144620,縣立賓朗國小,[954]臺東縣卑南鄉賓朗村474巷2號,259601,2522950.008,[14]臺東縣,卑南鄉,平,102,43,12,1,9,0,19,0,0,0,0,0,0,2,0,0,0,0,0,"103Y"
144621,縣立溫泉國小,[954]臺東縣卑南鄉溫泉村11鄰291號,252644,2510860.008,[14]臺東縣,卑南鄉,平,94,25,5,0,5,0,11,0,1,0,3,0,0,0,0,0,0,0,0,"103Y"
144622,縣立利嘉國小,[954]臺東縣卑南鄉利嘉村利嘉路666號,256459.4115,2519588.048,[14]臺東縣,卑南鄉,平,31,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144623,縣立初鹿國小,[954]臺東縣卑南鄉初鹿村梅園路97號,259449.1116,2528802.098,[14]臺東縣,卑南鄉,平,146,71,18,2,2,4,44,0,1,0,0,0,0,0,0,0,0,0,0,"103Y"
144624,縣立東成國小,[954]臺東縣卑南鄉美農村22鄰班鳩92號,258457.7432,2526080.58,[14]臺東縣,卑南鄉,平,51,9,1,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144625,縣立富山國小,[954]臺東縣卑南鄉富山村漁場三鄰66號,269500,2524480.008,[14]臺東縣,卑南鄉,平,45,28,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144627,縣立大南國小,[954]臺東縣卑南鄉東興村東園一街40號,254419.5472,2518253.834,[14]臺東縣,卑南鄉,平,88,83,10,0,10,1,2,0,56,0,2,0,0,0,0,2,0,0,0,"103Y"
144628,縣立太平國小,[954]臺東縣卑南鄉泰安村6號,257831,2521150.008,[14]臺東縣,卑南鄉,平,174,107,19,3,10,7,61,0,5,0,2,0,0,0,0,0,0,0,0,"103Y"
144629,縣立大王國小,[963]臺東縣太麻里鄉大王村一鄰33號,250397,2501430.008,[14]臺東縣,太麻里鄉,平,223,95,10,0,77,3,3,0,2,0,0,0,0,0,0,0,0,0,0,"103Y"
144630,縣立香蘭國小,[963]臺東縣太麻里鄉香蘭村四鄰28號,249348,2498620.008,[14]臺東縣,太麻里鄉,平,44,14,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144632,縣立三和國小,[963]臺東縣太麻里鄉三和村漁場94號,253809.0929,2508025.342,[14]臺東縣,太麻里鄉,平,61,10,4,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,"103Y"
144633,縣立美和國小,[963]臺東縣太麻里鄉美和村美和90號,254549.1454,2509700.902,[14]臺東縣,太麻里鄉,平,93,23,20,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144635,縣立大溪國小,[963]臺東縣太麻里鄉多良村十五鄰大溪85號,243884.4031,2484695.915,[14]臺東縣,太麻里鄉,平,59,53,5,4,42,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"103Y"
144636,縣立尚武國小,[965]臺東縣大武鄉尚武村八鄰學府路7號,238492.9376,2471191.654,[14]臺東縣,大武鄉,平,72,37,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144637,縣立大武國小,[965]臺東縣大武鄉民族街2巷49號,240193.3481,2474020.798,[14]臺東縣,大武鄉,平,112,85,2,2,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144638,縣立大鳥國小,[965]臺東縣大武鄉大鳥村一鄰12號,240804,2475970.008,[14]臺東縣,大武鄉,平,114,112,3,0,107,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144642,縣立鹿野國小,[955]臺東縣鹿野鄉鹿野村中華路一段402號,264058.5026,2534256.588,[14]臺東縣,鹿野鄉,平,61,26,22,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"103Y"
144643,縣立龍田國小,[955]臺東縣鹿野鄉龍田村光榮路236號,262750.9403,2533678.871,[14]臺東縣,鹿野鄉,平,69,6,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144644,縣立永安國小,[955]臺東縣鹿野鄉永安村鹿寮路31號,263163.8366,2536938.415,[14]臺東縣,鹿野鄉,平,57,34,32,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144645,縣立瑞豐國小,[955]臺東縣鹿野鄉瑞豐村中山路67號,264039.6397,2541971.569,[14]臺東縣,鹿野鄉,平,57,15,13,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144646,縣立瑞源國小,[955]臺東縣鹿野鄉瑞源村文化路67號,265940.0771,2539623.568,[14]臺東縣,鹿野鄉,平,102,58,57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144647,縣立關山國小,[956]臺東縣關山鎮中華路101號,266813.3517,2549840.739,[14]臺東縣,關山鎮,平,371,134,77,1,3,50,0,0,0,2,0,0,0,1,0,0,0,0,0,"103Y"
144648,縣立月眉國小,[956]臺東縣關山鎮月眉里盛豐路二鄰1號,265220,2545330.009,[14]臺東縣,關山鎮,平,39,12,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144649,縣立德高國小,[956]臺東縣關山鎮德高里7鄰永豐16號,268234.8957,2552482.067,[14]臺東縣,關山鎮,平,41,25,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144650,縣立電光國小,[956]臺東縣關山鎮電光里中興路93號,267770,2544970.009,[14]臺東縣,關山鎮,平,26,25,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"103Y"
144651,縣立福原國小,[958]臺東縣池上鄉福原村中華路17號,272009.5406,2558175.132,[14]臺東縣,池上鄉,平,241,72,52,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144652,縣立大坡國小,[958]臺東縣池上鄉慶豐村八鄰87號,273618,2558170.009,[14]臺東縣,池上鄉,平,45,18,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144653,縣立萬安國小,[958]臺東縣池上鄉萬安村一鄰5之2號,272409,2554850.009,[14]臺東縣,池上鄉,平,71,33,27,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144655,縣立東河國小,[959]臺東縣東河鄉東河村十六鄰35號,281151.1,2541125.7,[14]臺東縣,東河鄉,平,38,26,23,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144656,縣立都蘭國小,[959]臺東縣東河鄉都蘭村431號,273350,2530760.008,[14]臺東縣,東河鄉,平,91,48,45,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144659,縣立泰源國小,[959]臺東縣東河鄉泰源村11鄰297號,279154,2544170.009,[14]臺東縣,東河鄉,平,85,65,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144660,縣立北源國小,[959]臺東縣東河鄉北源村順那21號,279947,2548650.009,[14]臺東縣,東河鄉,平,28,20,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144662,縣立三民國小,[961]臺東縣成功鎮三民路18號,288071,2555560.009,[14]臺東縣,成功鎮,平,106,87,75,0,4,1,0,0,0,0,4,0,0,3,0,0,0,0,0,"103Y"
144663,縣立成功國小,[961]臺東縣成功鎮太平路28號,289265,2555640.009,[14]臺東縣,成功鎮,平,327,76,70,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144664,縣立信義國小,[961]臺東縣成功鎮信義里都歷路58號,283898,2547230.009,[14]臺東縣,成功鎮,平,65,58,54,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144665,縣立三仙國小,[961]臺東縣成功鎮三仙里基翬路八鄰16號,290329,2557660.009,[14]臺東縣,成功鎮,平,57,44,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"103Y"
144666,縣立和平國小,[961]臺東縣成功鎮和平里跋邊路24號,286096,2552650.009,[14]臺東縣,成功鎮,平,22,20,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144667,縣立忠孝國小,[961]臺東縣成功鎮忠孝里成廣路8號,290955,2561730.009,[14]臺東縣,成功鎮,平,50,36,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144668,縣立博愛國小,[961]臺東縣成功鎮博愛里重安路2號,290531,2565530.009,[14]臺東縣,成功鎮,平,23,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144669,縣立長濱國小,[962]臺東縣長濱鄉長濱村五鄰11號,296206,2579340.009,[14]臺東縣,長濱鄉,平,118,70,67,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144671,縣立寧埔國小,[962]臺東縣長濱鄉寧埔村十鄰41號,292411,2571410.009,[14]臺東縣,長濱鄉,平,30,27,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144672,縣立竹湖國小,[962]臺東縣長濱鄉竹湖村十鄰14號,293846,2575950.009,[14]臺東縣,長濱鄉,平,24,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144673,縣立三間國小,[962]臺東縣長濱鄉三間村七鄰16號,297875,2583730.009,[14]臺東縣,長濱鄉,平,61,36,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
144674,縣立樟原國小,[962]臺東縣長濱鄉樟原村一鄰7號,299248,2590040.009,[14]臺東縣,長濱鄉,平,35,24,17,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,"103Y"
144701,縣立東海國小,[950]臺東縣臺東市長沙街329號,264407.0108,2516891.56,[14]臺東縣,臺東市,平,675,75,29,2,22,9,10,0,2,0,1,0,0,0,0,0,0,0,0,"103Y"
144703,縣立興隆國小,[959]臺東縣東河鄉興昌村155號,275487,2532700.008,[14]臺東縣,東河鄉,平,74,33,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"103Y"
150601,國立東華大學附設實小,[970]花蓮縣花蓮市永安街100號,313346.4405,2654168.374,[15]花蓮縣,花蓮市,平,838,81,44,5,3,1,1,0,0,0,0,0,0,27,0,0,0,0,0,"103Y"
151602,私立海星國小,[970]花蓮縣花蓮市永興路21號,313572.5072,2654295.465,[15]花蓮縣,花蓮市,平,554,83,45,0,4,2,0,0,0,1,0,0,1,30,0,0,0,0,0,"103Y"
154601,縣立明禮國小,[970]花蓮縣花蓮市明禮路6號,312129.4716,2652945.465,[15]花蓮縣,花蓮市,平,242,59,38,3,0,1,2,0,0,0,0,0,0,15,0,0,0,0,0,"103Y"
154602,縣立明義國小,[970]花蓮縣花蓮市明義街107號,311388,2652810.009,[15]花蓮縣,花蓮市,平,1568,138,96,8,0,8,3,0,0,0,2,0,0,20,0,1,0,0,0,"103Y"
154603,縣立明廉國小,[970]花蓮縣花蓮市中山路903號,310510.6666,2654597.873,[15]花蓮縣,花蓮市,平,550,141,90,7,0,7,0,0,2,1,0,0,0,31,3,0,0,0,0,"103Y"
154604,縣立明恥國小,[970]花蓮縣花蓮市中興路41號,314204.0874,2654262.057,[15]花蓮縣,花蓮市,平,250,104,62,10,2,9,2,0,0,0,0,0,1,18,0,0,0,0,0,"103Y"
154605,縣立中正國小,[970]花蓮縣花蓮市中正路210號,311029.6349,2652017.583,[15]花蓮縣,花蓮市,平,1045,167,112,5,2,6,0,0,0,0,0,0,8,31,3,0,0,0,0,"103Y"
154606,縣立信義國小,[970]花蓮縣花蓮市主計里信義街1號,311693,2651960.009,[15]花蓮縣,花蓮市,平,66,18,6,0,2,0,0,0,0,0,0,0,1,9,0,0,0,0,0,"103Y"
154607,縣立復興國小,[970]花蓮縣花蓮市府前路682號,313006.3358,2655905.063,[15]花蓮縣,花蓮市,平,140,67,33,8,0,0,1,0,1,0,0,0,0,24,0,0,0,0,0,"103Y"
154608,縣立中華國小,[970]花蓮縣花蓮市國盛二街22號,311766.2575,2654266.179,[15]花蓮縣,花蓮市,平,367,107,66,4,1,17,0,0,0,0,0,0,1,18,0,0,0,0,0,"103Y"
154610,縣立忠孝國小,[970]花蓮縣花蓮市中華路298號,310918.6919,2652455.626,[15]花蓮縣,花蓮市,平,502,88,66,6,1,3,0,0,0,0,0,0,0,12,0,0,0,0,0,"103Y"
154611,縣立北濱國小,[970]花蓮縣花蓮市北濱街113號,312808,2652700.009,[15]花蓮縣,花蓮市,平,108,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"103Y"
154612,縣立鑄強國小,[970]花蓮縣花蓮市永興路20號,313647.4912,2654368.716,[15]花蓮縣,花蓮市,平,580,166,102,6,2,11,2,0,1,0,0,0,0,38,2,2,0,0,0,"103Y"
154613,縣立國福國小,[970]花蓮縣花蓮市福光街277巷1號,309037.0948,2656151.565,[15]花蓮縣,花蓮市,平,47,28,20,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,"103Y"
154614,縣立新城國小,[971]花蓮縣新城鄉新城村博愛路30號,316217.8681,2669345.603,[15]花蓮縣,新城鄉,平,250,189,27,0,0,5,0,0,0,0,0,0,0,157,0,0,0,0,0,"103Y"
154615,縣立北埔國小,[971]花蓮縣新城鄉北埔路170號,311579,2658710.009,[15]花蓮縣,新城鄉,平,486,297,156,11,6,16,2,1,0,1,0,0,4,96,3,1,0,0,0,"103Y"
154616,縣立康樂國小,[971]花蓮縣新城鄉康樂村康樂一街38號,311811.9358,2660971.372,[15]花蓮縣,新城鄉,平,79,53,19,4,0,1,0,0,0,0,0,0,0,29,0,0,0,0,0,"103Y"
154617,縣立嘉里國小,[971]花蓮縣新城鄉嘉里村嘉里三街28號,311973,2656780.009,[15]花蓮縣,新城鄉,平,97,58,30,0,0,5,0,0,1,0,0,0,2,20,0,0,0,0,0,"103Y"
154618,縣立吉安國小,[973]花蓮縣吉安鄉吉安路二段97號,307273.6119,2652193.274,[15]花蓮縣,吉安鄉,平,316,123,43,9,3,13,0,0,0,0,0,0,3,51,1,0,0,0,0,"103Y"
154619,縣立宜昌國小,[973]花蓮縣吉安鄉宜昌一街45號,309585.1979,2651943.701,[15]花蓮縣,吉安鄉,平,824,288,243,5,6,12,1,0,0,0,0,0,0,20,0,1,0,0,0,"103Y"
154620,縣立北昌國小,[973]花蓮縣吉安鄉北昌村自強路533號,310187,2653760.009,[15]花蓮縣,吉安鄉,平,703,106,66,6,1,5,0,0,0,0,0,0,0,28,0,0,0,0,0,"103Y"
154621,縣立稻香國小,[973]花蓮縣吉安鄉稻香村稻香路99號,307876,2651040.009,[15]花蓮縣,吉安鄉,平,338,66,39,6,0,11,0,0,0,0,0,0,1,9,0,0,0,0,0,"103Y"
154622,縣立光華國小,[973]花蓮縣吉安鄉光華村光華二街180號,308952.997,2647994.299,[15]花蓮縣,吉安鄉,平,113,64,43,4,1,7,0,0,0,0,0,0,0,9,0,0,0,0,0,"103Y"
154623,縣立南華國小,[973]花蓮縣吉安鄉干城村吉安路6段60號,305724.9678,2649417.773,[15]花蓮縣,吉安鄉,平,103,53,26,9,1,1,0,0,0,0,0,0,0,16,0,0,0,0,0,"103Y"
154624,縣立化仁國小,[973]花蓮縣吉安鄉東里十一街83號,310646.8437,2651026.25,[15]花蓮縣,吉安鄉,平,293,181,149,7,0,4,4,0,0,1,0,0,1,15,0,0,0,0,0,"103Y"
154625,縣立太昌國小,[973]花蓮縣吉安鄉太昌村明義五街1號,307499.1376,2654604.794,[15]花蓮縣,吉安鄉,平,395,142,74,4,2,4,7,0,1,0,0,0,0,50,0,0,0,0,0,"103Y"
154626,縣立壽豐國小,[974]花蓮縣壽豐鄉壽豐村壽山路37號,301731.8176,2640759.589,[15]花蓮縣,壽豐鄉,平,124,61,54,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,"103Y"
154627,縣立豐山國小,[974]花蓮縣壽豐鄉豐山村中山路41號,300093.7491,2638101.739,[15]花蓮縣,壽豐鄉,平,92,20,16,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,"103Y"
154628,縣立豐裡國小,[974]花蓮縣壽豐鄉豐裡村中山路299號,300668.3564,2638642.828,[15]花蓮縣,壽豐鄉,平,122,40,38,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
154629,縣立志學國小,[974]花蓮縣壽豐鄉志學村中正路120巷10號,304151.5201,2644601.555,[15]花蓮縣,壽豐鄉,平,151,44,33,2,2,0,0,1,0,0,0,0,2,4,0,0,0,0,0,"103Y"
154630,縣立平和國小,[974]花蓮縣壽豐鄉平和路34號,302889.1034,2642280.377,[15]花蓮縣,壽豐鄉,平,46,15,10,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,"103Y"
154631,縣立溪口國小,[974]花蓮縣壽豐鄉溪口村溪口路87號,298245.9342,2635119.893,[15]花蓮縣,壽豐鄉,平,40,20,13,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,"103Y"
154632,縣立月眉國小,[974]花蓮縣壽豐鄉月眉村月眉三段24號,306683,2640560.009,[15]花蓮縣,壽豐鄉,平,37,34,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"103Y"
154633,縣立水璉國小,[974]花蓮縣壽豐鄉水璉村水璉二街20號,307438.8251,2631100.468,[15]花蓮縣,壽豐鄉,平,27,18,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,"103Y"
154634,縣立鳳林國小,[975]花蓮縣鳳林鎮中正路二段1號,295586.9221,2626626.947,[15]花蓮縣,鳳林鎮,平,204,53,28,1,0,5,1,0,0,0,0,0,0,18,0,0,0,0,0,"103Y"
154636,縣立大榮國小,[975]花蓮縣鳳林鎮大榮里復興路85號,297742.9968,2627879.953,[15]花蓮縣,鳳林鎮,平,59,32,26,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,"103Y"
154637,縣立鳳仁國小,[975]花蓮縣鳳林鎮鳳仁里光復路94號,296057.7987,2627545.529,[15]花蓮縣,鳳林鎮,平,87,14,8,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,"103Y"
154638,縣立北林國小,[975]花蓮縣鳳林鎮北林里平園路32號,297726.1428,2629803.379,[15]花蓮縣,鳳林鎮,平,31,6,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,"103Y"
154640,縣立長橋國小,[975]花蓮縣鳳林鎮長橋里長橋路2號,292837.7493,2622909.632,[15]花蓮縣,鳳林鎮,平,50,25,9,0,1,2,0,0,0,0,0,0,0,13,0,0,0,0,0,"103Y"
154642,縣立林榮國小,[975]花蓮縣鳳林鎮林榮里永安街2號,296144.2755,2633084.334,[15]花蓮縣,鳳林鎮,平,31,5,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"103Y"
154643,縣立光復國小,[976]花蓮縣光復鄉大馬村中山路三段75號,293553.2248,2618952.943,[15]花蓮縣,光復鄉,平,178,112,98,1,1,1,0,1,0,0,0,0,1,8,0,1,0,0,0,"103Y"
154644,縣立太巴塱國小,[976]花蓮縣光復鄉中正路二段23號,295739.9573,2617451.868,[15]花蓮縣,光復鄉,平,96,93,91,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"103Y"
154648,縣立大進國小,[976]花蓮縣光復鄉大進村糖廠街4號,292771.955,2616866.065,[15]花蓮縣,光復鄉,平,173,72,65,1,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,"103Y"
154649,縣立瑞穗國小,[978]花蓮縣瑞穗鄉溫泉路一段19號,288178.4963,2599375.916,[15]花蓮縣,瑞穗鄉,平,249,107,75,4,1,12,0,0,0,0,0,0,0,8,4,3,0,0,0,"103Y"
154650,縣立瑞北國小,[978]花蓮縣瑞穗鄉中正北路二段35號,288715,2602570.009,[15]花蓮縣,瑞穗鄉,平,88,80,18,0,4,51,0,0,0,0,0,0,0,2,0,0,0,0,5,"103Y"
154651,縣立瑞美國小,[978]花蓮縣瑞穗鄉中山路二段389號,289993.917,2598943.632,[15]花蓮縣,瑞穗鄉,平,71,18,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
154652,縣立鶴岡國小,[978]花蓮縣瑞穗鄉鶴岡村167號,289863,2602240.009,[15]花蓮縣,瑞穗鄉,平,30,26,23,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"103Y"
154653,縣立舞鶴國小,[978]花蓮縣瑞穗鄉舞鶴村64號,285994,2595140.009,[15]花蓮縣,瑞穗鄉,平,29,25,20,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,"103Y"
154654,縣立富源國小,[978]花蓮縣瑞穗鄉富源村30號,288300,2608390.009,[15]花蓮縣,瑞穗鄉,平,105,67,55,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,"103Y"
154655,縣立豐濱國小,[977]花蓮縣豐濱鄉豐濱村民族街5號,303180.7166,2610665.064,[15]花蓮縣,豐濱鄉,平,75,64,56,0,1,0,0,0,0,0,0,1,3,3,0,0,0,0,0,"103Y"
154656,縣立港口國小,[977]花蓮縣豐濱鄉港口村43號,300753,2596200.009,[15]花蓮縣,豐濱鄉,平,22,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
154657,縣立靜浦國小,[977]花蓮縣豐濱鄉靜浦村64號,300578,2595480.009,[15]花蓮縣,豐濱鄉,平,27,25,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"103Y"
154658,縣立新社國小,[977]花蓮縣豐濱鄉新社村150號,304661,2616560.009,[15]花蓮縣,豐濱鄉,平,20,19,8,1,1,2,0,0,1,0,0,0,6,0,0,0,0,0,0,"103Y"
154660,縣立玉里國小,[981]花蓮縣玉里鎮忠智路43號,282453,2581500.009,[15]花蓮縣,玉里鎮,平,316,92,50,3,0,26,2,0,0,0,0,0,0,8,0,3,0,0,0,"103Y"
154661,縣立中城國小,[981]花蓮縣玉里鎮中山路一段1號,282466.0189,2580297.381,[15]花蓮縣,玉里鎮,平,398,90,45,4,0,34,1,0,0,0,0,0,0,5,0,1,0,0,0,"103Y"
154662,縣立源城國小,[981]花蓮縣玉里鎮源城里水源62號,280655,2579930.009,[15]花蓮縣,玉里鎮,平,34,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
154663,縣立樂合國小,[981]花蓮縣玉里鎮樂合里新民41號,284696.9409,2579911.868,[15]花蓮縣,玉里鎮,平,39,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
154664,縣立觀音國小,[981]花蓮縣玉里鎮觀音里16鄰9號,286453,2588040.009,[15]花蓮縣,玉里鎮,平,29,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
154665,縣立高寮國小,[981]花蓮縣玉里鎮高寮92號,286702.7546,2586727.304,[15]花蓮縣,玉里鎮,平,66,36,34,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
154666,縣立松浦國小,[981]花蓮縣玉里鎮松浦里12鄰212號,288126,2591820.009,[15]花蓮縣,玉里鎮,平,62,54,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
154667,縣立春日國小,[981]花蓮縣玉里鎮春日里泰林95號,290154.6712,2594397.226,[15]花蓮縣,玉里鎮,平,44,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
154668,縣立德武國小,[981]花蓮縣玉里鎮德武里9鄰171號,291417,2595960.009,[15]花蓮縣,玉里鎮,平,43,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
154669,縣立三民國小,[981]花蓮縣玉里鎮三民里118號,285597,2591980.009,[15]花蓮縣,玉里鎮,平,42,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
154670,縣立大禹國小,[981]花蓮縣玉里鎮中禹里225號,283612,2586390.009,[15]花蓮縣,玉里鎮,平,56,23,12,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,"103Y"
154671,縣立長良國小,[981]花蓮縣玉里鎮長良里163號,279293,2575810.009,[15]花蓮縣,玉里鎮,平,32,27,19,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,"103Y"
154672,縣立富里國小,[983]花蓮縣富里鄉富里村永安街52號,275437.1088,2563371.885,[15]花蓮縣,富里鄉,平,156,12,7,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,"103Y"
154674,縣立東里國小,[983]花蓮縣富里鄉東里村道化路74號,281000.049,2573713.538,[15]花蓮縣,富里鄉,平,37,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
154675,縣立明里國小,[983]花蓮縣富里鄉明里村1鄰16號,275505,2566590.009,[15]花蓮縣,富里鄉,平,41,18,13,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
154676,縣立吳江國小,[983]花蓮縣富里鄉吳江村6鄰52號,282990,2575210.009,[15]花蓮縣,富里鄉,平,37,10,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
154677,縣立學田國小,[983]花蓮縣富里鄉學田村光明路1號,273258.4848,2561514.688,[15]花蓮縣,富里鄉,平,51,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
154678,縣立永豐國小,[983]花蓮縣富里鄉豐南村永豐84號,277300.0057,2561447.706,[15]花蓮縣,富里鄉,平,30,22,19,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
154679,縣立萬寧國小,[983]花蓮縣富里鄉萬寧村鎮寧108號,280440.3439,2572437.456,[15]花蓮縣,富里鄉,平,41,11,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
154680,縣立東竹國小,[983]花蓮縣富里鄉竹田村富田3號,278635.4389,2568027.797,[15]花蓮縣,富里鄉,平,95,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
154705,縣立奇美國小,[978]花蓮縣瑞穗鄉奇美村47號,295551,2599370.009,[15]花蓮縣,瑞穗鄉,平,21,18,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"103Y"
154707,縣立西富國小,[976]花蓮縣光復鄉西富村民有街51巷3號,293871,2614860.009,[15]花蓮縣,光復鄉,平,32,25,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"103Y"
