ID,NAME,ADDR,X,Y,,CO_NAME,,TO_NAME,,MF,STU_CNT,AB_STU_CNT,,AB1_STU_CNT,AB2_STU_CNT,AB3_STU_CNT,AB4_STU_CNT,AB5_STU_CNT,AB6_STU_CNT,AB7_STU_CNT,AB8_STU_CNT,AB9_STU_CNT,AB10_STU_CNT,AB11_STU_CNT,AB12_STU_CNT,AB13_STU_CNT,AB14_STU_CNT,AB15_STU_CNT,AB16_STU_CNT,AB17_STU_CNT,INFO_TIME
識別碼,名稱,地址,X坐標,Y坐標,TW97經緯度,縣市名稱,縣市統計,鄉鎮市區名稱,鄉鎮,原住民族部落國小山地別,原住民族部落國小學生總數,原住民族部落國小原住民學生數,原住民族學生比例,原住民族部落國小阿美族學生數,原住民族部落國小泰雅族學生數,原住民族部落國小排灣族學生數,原住民族部落國小布農族學生數,原住民族部落國小卑南族學生數,原住民族部落國小鄒_曹_族學生數,原住民族部落國小魯凱族學生數,原住民族部落國小賽夏族學生數,原住民族部落國小雅美族學生數,原住民族部落國小邵族學生數,原住民族部落國小噶瑪蘭族學生數,原住民族部落國小太魯閣族學生數,原住民族部落國小撒奇萊雅學生數,原住民族部落國小賽德克族學生數,原住民族部落國小拉阿魯哇族學生數,原住民族部落國小卡那卡那富族學生數,原住民族部落國小其他族學生數,資料時間
154661,縣立中城國小,[981]花蓮縣玉里鎮中山路一段1號,282466.019,2580297.381,"23.324907,121.317467",[15]花蓮縣,103,玉里鎮,12,平,319,97,30.41%,48,1,3,27,12,0,0,0,0,0,0,3,0,3,0,0,0,110Y
154662,縣立源城國小,[981]花蓮縣玉里鎮源城里水源62號,280655,2579930.009,"23.321624,121.299751",[15]花蓮縣,103,玉里鎮,12,平,36,13,36.11%,9,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,110Y
154663,縣立樂合國小,[981]花蓮縣玉里鎮樂合里新民41號,284696.941,2579911.868,"23.32138,121.339273",[15]花蓮縣,103,玉里鎮,12,平,36,22,61.11%,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
154664,縣立觀音國小,[981]花蓮縣玉里鎮觀音里16鄰9號,286509.077,2588021.486,"23.394572,121.357188",[15]花蓮縣,103,玉里鎮,12,平,12,9,75.00%,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
154665,縣立高寮國小,[981]花蓮縣玉里鎮高寮92號,286702.755,2586727.304,"23.382881,121.359052",[15]花蓮縣,103,玉里鎮,12,平,29,19,65.52%,14,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,110Y
154666,縣立松浦國小,[981]花蓮縣玉里鎮松浦里12鄰212號,288164.455,2591799.238,"23.428647,121.373479",[15]花蓮縣,103,玉里鎮,12,平,48,42,87.50%,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
154667,縣立春日國小,[981]花蓮縣玉里鎮春日里泰林95號,290154.671,2594397.226,"23.452059,121.393025",[15]花蓮縣,103,玉里鎮,12,平,37,30,81.08%,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
154668,縣立德武國小,[981]花蓮縣玉里鎮德武里9鄰171號,291432.061,2595930.937,"23.465877,121.40557",[15]花蓮縣,103,玉里鎮,12,平,14,14,100.00%,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
154669,縣立三民國小,[981]花蓮縣玉里鎮三民里118號,285606.364,2591929.022,"23.429877,121.348449",[15]花蓮縣,103,玉里鎮,12,平,51,14,27.45%,4,0,0,8,0,0,0,0,0,0,0,1,0,1,0,0,0,110Y
154670,縣立大禹國小,[981]花蓮縣玉里鎮中禹里225號,283612,2586390.009,"23.379901,121.328809",[15]花蓮縣,103,玉里鎮,12,平,46,23,50.00%,8,4,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,110Y
154671,縣立長良國小,[981]花蓮縣玉里鎮長良里163號,279356.48,2575823.335,"23.284564,121.286975",[15]花蓮縣,103,玉里鎮,12,平,29,20,68.97%,6,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,110Y
154672,縣立富里國小,[983]花蓮縣富里鄉富里村永安街52號,275437.109,2563371.885,"23.172188,121.248453",[15]花蓮縣,103,富里鄉,8,平,100,28,28.00%,16,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,110Y
154674,縣立東里國小,[983]花蓮縣富里鄉東里村道化路74號,281000.049,2573713.538,"23.265481,121.302998",[15]花蓮縣,103,富里鄉,8,平,65,18,27.69%,9,0,0,6,1,0,0,0,0,0,2,0,0,0,0,0,0,110Y
154675,縣立明里國小,[983]花蓮縣富里鄉明里村1鄰16號,275458.845,2566601.503,"23.201352,121.248719",[15]花蓮縣,103,富里鄉,8,平,32,16,50.00%,9,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
154676,縣立吳江國小,[983]花蓮縣富里鄉吳江村6鄰52號,283002.9,2575179.1,"23.278677,121.322606",[15]花蓮縣,103,富里鄉,8,平,31,10,32.26%,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
154677,縣立學田國小,[983]花蓮縣富里鄉學田村光明路1號,273258.485,2561514.688,"23.155448,121.227145",[15]花蓮縣,103,富里鄉,8,平,25,14,56.00%,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
154678,縣立永豐國小,[983]花蓮縣富里鄉豐南村永豐84號,277300.006,2561447.706,"23.154782,121.266614",[15]花蓮縣,103,富里鄉,8,平,22,19,86.36%,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
154679,縣立萬寧國小,[983]花蓮縣富里鄉萬寧村鎮寧108號,280442.85,2572440.62,"23.253997,121.297527",[15]花蓮縣,103,富里鄉,8,平,18,5,27.78%,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
154680,縣立東竹國小,[983]花蓮縣富里鄉竹田村富田3號,278635.439,2568027.797,"23.21418,121.279779",[15]花蓮縣,103,富里鄉,8,平,58,16,27.59%,12,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,110Y
154681,縣立秀林國小,[972]花蓮縣秀林鄉秀林村秀林路76號,313472.972,2668233.599,"24.118008,121.624427",[15]花蓮縣,103,秀林鄉,12,山,77,77,100.00%,5,9,0,1,0,0,0,0,0,0,0,62,0,0,0,0,0,110Y
154682,縣立富世國小,[972]花蓮縣秀林鄉富世村127號,313977.009,2671487.709,"24.147369,121.629529",[15]花蓮縣,103,秀林鄉,12,山,79,78,98.73%,3,2,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,110Y
154683,縣立崇德國小,[972]花蓮縣秀林鄉崇德村72號,316495.437,2673913.389,"24.169165,121.654421",[15]花蓮縣,103,秀林鄉,12,山,83,80,96.39%,2,1,0,0,0,0,0,0,0,0,0,76,0,1,0,0,0,110Y
154684,縣立和平國小,[972]花蓮縣秀林鄉和平村112號,325978.334,2689313.182,"24.307774,121.748554",[15]花蓮縣,103,秀林鄉,12,山,80,73,91.25%,4,8,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,110Y
154685,縣立景美國小,[972]花蓮縣秀林鄉景美村加灣112號,311603.651,2664300.554,"24.082571,121.605871",[15]花蓮縣,103,秀林鄉,12,山,37,37,100.00%,1,1,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,110Y
154686,縣立三棧國小,[972]花蓮縣秀林鄉景美村三棧102號,311653.761,2666542.168,"24.102808,121.606459",[15]花蓮縣,103,秀林鄉,12,山,41,40,97.56%,0,2,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,110Y
154687,縣立佳民國小,[972]花蓮縣秀林鄉佳民村119號,310958.042,2661126.096,"24.053934,121.599388",[15]花蓮縣,103,秀林鄉,12,山,41,41,100.00%,2,1,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,110Y
154688,縣立銅門國小,[972]花蓮縣秀林鄉銅門村69號,300194.537,2651290.819,"23.965506,121.493218",[15]花蓮縣,103,秀林鄉,12,山,62,61,98.39%,5,3,0,0,0,0,0,0,0,0,0,47,0,6,0,0,0,110Y
154689,縣立水源國小,[972]花蓮縣秀林鄉水源村111號,306655.658,2655504.017,"24.003331,121.556867",[15]花蓮縣,103,秀林鄉,12,山,96,96,100.00%,4,0,0,1,0,0,1,0,0,0,0,90,0,0,0,0,0,110Y
154690,縣立銅蘭國小,[972]花蓮縣秀林鄉文蘭村70號,301076.35,2643186.779,"23.892304,121.501599",[15]花蓮縣,103,秀林鄉,12,山,42,42,100.00%,4,2,4,4,0,0,0,0,0,0,0,28,0,0,0,0,0,110Y
154691,縣立文蘭國小,[972]花蓮縣秀林鄉文蘭村米亞丸1號,301064.063,2646503.25,"23.92225,121.501594",[15]花蓮縣,103,秀林鄉,12,山,39,36,92.31%,9,0,1,0,0,0,0,0,0,0,0,26,0,0,0,0,0,110Y
154692,縣立萬榮國小,[979]花蓮縣萬榮鄉萬榮村2鄰31號,291908,2623580.009,"23.715531,121.411005",[15]花蓮縣,103,萬榮鄉,6,山,49,47,95.92%,3,1,1,3,0,0,0,0,0,0,0,39,0,0,0,0,0,110Y
154693,縣立明利國小,[979]花蓮縣萬榮鄉明利村35號,292049.32,2622485.8,"23.705647,121.41236",[15]花蓮縣,103,萬榮鄉,6,山,39,39,100.00%,1,2,2,0,0,0,0,0,0,0,0,30,0,4,0,0,0,110Y
154694,縣立見晴國小,[979]花蓮縣萬榮鄉見晴村89號,296053,2631140.009,"23.783681,121.451891",[15]花蓮縣,103,萬榮鄉,6,山,37,37,100.00%,1,0,0,0,0,0,0,0,0,0,0,35,0,1,0,0,0,110Y
154695,縣立馬遠國小,[979]花蓮縣萬榮鄉馬遠村39號,286926,2608200.009,"23.576774,121.361764",[15]花蓮縣,103,萬榮鄉,6,山,43,43,100.00%,4,0,0,37,0,0,0,0,0,0,0,2,0,0,0,0,0,110Y
154696,縣立西林國小,[979]花蓮縣萬榮鄉西林村8鄰114號,294934,2634210.009,"23.811434,121.441005",[15]花蓮縣,103,萬榮鄉,6,山,64,64,100.00%,1,1,0,0,0,0,0,0,0,0,0,59,0,3,0,0,0,110Y
154697,縣立紅葉國小,[979]花蓮縣萬榮鄉紅葉村1鄰4號,285282.406,2599099.045,"23.49463,121.345447",[15]花蓮縣,103,萬榮鄉,6,山,42,41,97.62%,2,0,0,1,0,0,0,0,0,0,1,37,0,0,0,0,0,110Y
154698,縣立卓溪國小,[982]花蓮縣卓溪鄉卓溪村中正路72號,280998,2582570.009,"23.345458,121.303159",[15]花蓮縣,103,卓溪鄉,8,山,56,55,98.21%,5,0,2,38,0,0,0,1,0,0,0,9,0,0,0,0,0,110Y
154699,縣立崙山國小,[982]花蓮縣卓溪鄉崙山村1鄰12號,285176.706,2592951.685,"23.439121,121.344269",[15]花蓮縣,103,卓溪鄉,8,山,40,40,100.00%,1,0,0,29,0,0,0,0,0,0,0,3,0,7,0,0,0,110Y
154700,縣立立山國小,[982]花蓮縣卓溪鄉立山村9鄰90號,282769.615,2592046.718,"23.430999,121.320691",[15]花蓮縣,103,卓溪鄉,8,山,52,51,98.08%,1,3,0,2,0,0,0,0,0,0,0,27,0,18,0,0,0,110Y
154701,縣立太平國小,[982]花蓮縣卓溪鄉太平村1鄰2號,282755.869,2589281.136,"23.406026,121.320497",[15]花蓮縣,103,卓溪鄉,8,山,45,45,100.00%,3,1,1,39,0,0,0,0,0,0,0,1,0,0,0,0,0,110Y
154702,縣立卓清國小,[982]花蓮縣卓溪鄉卓清村清水6號,277910.581,2575127.998,"23.27831,121.272828",[15]花蓮縣,103,卓溪鄉,8,山,29,28,96.55%,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
154703,縣立卓樂國小,[982]花蓮縣卓溪鄉卓清村卓樂86號,277352.626,2577076.672,"23.295916,121.267409",[15]花蓮縣,103,卓溪鄉,8,山,34,34,100.00%,3,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
154704,縣立古風國小,[982]花蓮縣卓溪鄉古風村崙天18號,277077.821,2568586.004,"23.219247,121.264571",[15]花蓮縣,103,卓溪鄉,8,山,42,40,95.24%,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
154705,縣立奇美國小,[978]花蓮縣瑞穗鄉奇美村47號,295538.109,2599448.05,"23.497526,121.445869",[15]花蓮縣,103,瑞穗鄉,7,平,12,10,83.33%,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
154706,縣立卓楓國小,[982]花蓮縣卓溪鄉古風村十二鄰古楓6號,277832.585,2571303.13,"23.243771,121.271995",[15]花蓮縣,103,卓溪鄉,8,山,20,20,100.00%,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
154707,縣立西富國小,[976]花蓮縣光復鄉西富村民有街51巷3號,293871,2614860.009,"23.636739,121.429999",[15]花蓮縣,103,光復鄉,5,平,30,13,43.33%,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
154708,縣立大興國小,[976]花蓮縣光復鄉大興村民權街17號,290623.603,2614362.307,"23.63233,121.398157",[15]花蓮縣,103,光復鄉,5,平,30,20,66.67%,16,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110Y
154710,縣立西寶國小,[972]花蓮縣秀林鄉富世村西寶11號,299021.102,2678006.093,"24.206759,121.48259",[15]花蓮縣,103,秀林鄉,12,山,42,21,50.00%,6,3,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,110Y
154711,縣立中原國小,[970]花蓮縣花蓮市中原路531號,310697.579,2652024.363,"23.971763,121.596448",[15]花蓮縣,103,花蓮市,15,平,495,105,21.21%,90,0,3,0,2,0,0,0,0,0,0,10,0,0,0,0,0,110Y
,336,,,,,12,,55,,166,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,171,,,,,,,,,,,,,,,,,,,,,
